Date,Value
9/30/61,0.003344482
8/31/61,-0.003333333
7/31/61,0.006711409
6/30/61,0
5/31/61,0
4/30/61,0
3/31/61,0
2/28/61,0
1/31/61,0
12/31/60,0
11/30/60,0
10/31/60,0.006756757
9/30/60,0
8/31/60,0
7/31/60,0
6/30/60,0.003389831
5/31/60,0
4/30/60,0.003401361
3/31/60,0
2/29/60,0.003412969
1/31/60,-0.003401361
12/31/59,0
11/30/59,0
10/31/59,0.003412969
9/30/59,0.003424658
8/31/59,0
7/31/59,0.003436426
6/30/59,0.003448276
5/31/59,0
4/30/59,0.003460208
3/31/59,0
2/28/59,-0.003448276
1/31/59,0.003460208
12/31/58,-0.003448276
11/30/58,0.003460208
10/31/58,0
9/30/58,0
8/31/58,-0.003448276
7/31/58,0.003460208
6/30/58,0
5/31/58,0
4/30/58,0.003472222
3/31/58,0.006993007
2/28/58,0
1/31/58,0.007042254
12/31/57,0
11/30/57,0.003533569
10/31/57,0
9/30/57,0
8/31/57,0
7/31/57,0.007117438
6/30/57,0.003571429
5/31/57,0.003584229
4/30/57,0.003597122
3/31/57,0.003610108
2/28/57,0.003623188
1/31/57,0
12/31/56,0.003636364
11/30/56,0
10/31/56,0.003649635
9/30/56,0.003663004
8/31/56,-0.003649635
7/31/56,0.007352941
6/30/56,0.007407407
5/31/56,0.003717472
4/30/56,0.003731343
3/31/56,0
2/29/56,0
1/31/56,0
12/31/55,-0.003717472
11/30/55,0
10/31/55,0
9/30/55,0.003731343
8/31/55,0
7/31/55,0.003745318
6/30/55,0
5/31/55,0
4/30/55,0
3/31/55,0
2/28/55,0
1/31/55,0
12/31/54,-0.003731343
11/30/54,0
10/31/54,0
9/30/54,-0.003717472
8/31/54,0
7/31/54,0
6/30/54,0
5/31/54,0.003731343
4/30/54,-0.003717472
3/31/54,0
2/28/54,0
1/31/54,0
12/31/53,0
11/30/53,-0.003703704
10/31/53,0.003717472
9/30/53,0
8/31/53,0.003731343
7/31/53,0
6/30/53,0.003745318
5/31/53,0.003759398
4/30/53,0
3/31/53,0.003773585
2/28/53,-0.003759398
1/31/53,-0.003745318
12/31/52,0
11/30/52,0
10/31/52,0
9/30/52,0
8/31/52,0
7/31/52,0.00754717
6/30/52,0.003787879
5/31/52,0
4/30/52,0.003802281
3/31/52,0
2/29/52,-0.00754717
1/31/52,0
12/31/51,0.003787879
11/30/51,0.007633588
10/31/51,0.003831418
9/30/51,0.007722008
8/31/51,0
7/31/51,0
6/30/51,0
5/31/51,0.003875969
4/30/51,0
3/31/51,0.003891051
2/28/51,0.011811024
1/31/51,0.016
12/31/50,0.012145749
11/30/50,0.004065041
10/31/50,0.008196721
9/30/50,0.004115226
8/31/50,0.008298755
7/31/50,0.012605042
6/30/50,0.004219409
5/31/50,0.004237288
4/30/50,0
3/31/50,0.004255319
2/28/50,0
1/31/50,-0.004237288
12/31/49,-0.008403361
11/30/49,0.004219409
10/31/49,-0.008368201
9/30/49,0.004201681
8/31/49,0.004219409
7/31/49,-0.008368201
6/30/49,0.004201681
5/31/49,-0.0041841
4/30/49,0.004201681
3/31/49,0
2/28/49,-0.008333333
1/31/49,-0.004149378
12/31/48,-0.004132231
11/30/48,-0.008196721
10/31/48,-0.004081633
9/30/48,0
8/31/48,0.004098361
7/31/48,0.012448133
6/30/48,0.008368201
5/31/48,0.004201681
4/30/48,0.017094017
3/31/48,-0.004255319
2/29/48,-0.008438819
1/31/48,0.012820513
12/31/47,0.012987013
11/30/47,0.004347826
10/31/47,0
9/30/47,0.022222222
8/31/47,0.013513514
7/31/47,0.009090909
6/30/47,0.00456621
5/31/47,0
4/30/47,0
3/31/47,0.018604651
2/28/47,0
1/31/47,0
12/31/46,0.009389671
11/30/46,0.024038462
10/31/46,0.019607843
9/30/46,0.00990099
8/31/46,0.02020202
7/31/46,0.058823529
6/30/46,0.010810811
5/31/46,0.005434783
4/30/46,0.005464481
3/31/46,0.011049724
2/28/46,-0.005494505
1/31/46,0
12/31/45,0.005524862
11/30/45,0
10/31/45,0
9/30/45,0
8/31/45,0
7/31/45,0
6/30/45,0.011173184
5/31/45,0.005617978
4/30/45,0
3/31/45,0
2/28/45,0
1/31/45,0
12/31/44,0.005649718
11/30/44,0
10/31/44,0
9/30/44,0
8/31/44,0
7/31/44,0.005681818
6/30/44,0.005714286
5/31/44,0
4/30/44,0.005747126
3/31/44,0
2/29/44,0
1/31/44,0
12/31/43,0
11/30/43,0
10/31/43,0
9/30/43,0.005780347
8/31/43,-0.005747126
7/31/43,-0.005714286
6/30/43,0
5/31/43,0.005747126
4/30/43,0.011627907
3/31/43,0.017751479
2/28/43,0
1/31/43,0
12/31/42,0.005952381
11/30/42,0.005988024
10/31/42,0.012121212
9/30/42,0
8/31/42,0.006097561
7/31/42,0.006134969
6/30/42,0
5/31/42,0.01242236
4/30/42,0.00625
3/31/42,0.012658228
2/28/42,0.006369427
1/31/42,0.012903226
12/31/41,0.006493506
11/30/41,0.006535948
10/31/41,0.013245033
9/30/41,0.013422819
8/31/41,0.013605442
7/31/41,0
6/30/41,0.020833333
5/31/41,0.006993007
4/30/41,0.007042254
3/31/41,0.007092199
2/28/41,0
1/31/41,0
12/31/40,0.007142857
11/30/40,0
10/31/40,0
9/30/40,0
8/31/40,0
7/31/40,-0.007092199
6/30/40,0.007142857
5/31/40,0
4/30/40,0
3/31/40,0
2/29/40,0.007194245
1/31/40,-0.007142857
12/31/39,0
11/30/39,0
10/31/39,-0.007092199
9/30/39,0.02173913
8/31/39,0
7/31/39,0
6/30/39,0
5/31/39,0
4/30/39,-0.007194245
3/31/39,0
2/28/39,-0.007142857
1/31/39,0
12/31/38,0
11/30/38,0
10/31/38,-0.007092199
9/30/38,0
8/31/38,0
7/31/38,0
6/30/38,0
5/31/38,-0.007042254
4/30/38,0.007092199
3/31/38,0
2/28/38,-0.007042254
1/31/38,-0.013888889
12/31/37,-0.006896552
11/30/37,-0.006849315
10/31/37,0
9/30/37,0.006896552
8/31/37,0
7/31/37,0.006944444
6/30/37,0
5/31/37,0.006993007
4/30/37,0.007042254
3/31/37,0.007092199
2/28/37,0
1/31/37,0.007142857
12/31/36,0
11/30/36,0
10/31/36,0
9/30/36,0
8/31/36,0.007194245
7/31/36,0.007246377
6/30/36,0.00729927
5/31/36,0
4/30/36,0
3/31/36,-0.007246377
2/29/36,0
1/31/36,0
12/31/35,0
11/30/35,0.00729927
10/31/35,0
9/30/35,0
8/31/35,0
7/31/35,0
6/30/35,-0.007246377
5/31/35,0
4/30/35,0.00729927
3/31/35,0
2/28/35,0.007352941
1/31/35,0.014925373
12/31/34,-0.007407407
11/30/34,0
10/31/34,-0.007352941
9/30/34,0.014925373
8/31/34,0
7/31/34,0
6/30/34,0.007518797
5/31/34,0
4/30/34,0
3/31/34,0
2/28/34,0.007575758
1/31/34,0
12/31/33,0
11/30/33,0
10/31/33,0
9/30/33,0
8/31/33,0.007633588
7/31/33,0.031496063
6/30/33,0.007936508
5/31/33,0
4/30/33,0
3/31/33,-0.007874016
2/28/33,-0.015503876
1/31/33,-0.015267176
12/31/32,-0.007575758
11/30/32,-0.007518797
10/31/32,-0.007462687
9/30/32,-0.007407407
8/31/32,-0.007352941
7/31/32,0
6/30/32,-0.00729927
5/31/32,-0.014388489
4/30/32,-0.007142857
3/31/32,-0.007092199
2/29/32,-0.013986014
1/31/32,-0.020547945
12/31/31,-0.006802721
11/30/31,-0.013422819
10/31/31,-0.006666667
9/30/31,-0.006622517
8/31/31,0
7/31/31,0
6/30/31,-0.013071895
5/31/31,-0.012903226
4/30/31,-0.006410256
3/31/31,-0.006369427
2/28/31,-0.012578616
1/31/31,-0.01242236
12/31/30,-0.018292683
11/30/30,-0.006060606
10/31/30,-0.006024096
9/30/30,0.006060606
8/31/30,-0.006024096
7/31/30,-0.011904762
6/30/30,-0.00591716
5/31/30,-0.005882353
4/30/30,0.00591716
3/31/30,-0.005882353
2/28/30,-0.005847953
1/31/30,-0.005813953
12/31/29,-0.005780347
11/30/29,0
10/31/29,0
9/30/29,0
8/31/29,0
7/31/29,0.011695906
6/30/29,0.005882353
5/31/29,0.00591716
4/30/29,-0.005882353
3/31/29,-0.005847953
2/28/29,0
1/31/29,0
12/31/28,-0.005813953
11/30/28,0
10/31/28,-0.005780347
9/30/28,0.011695906
8/31/28,0
7/31/28,0
6/30/28,-0.005813953
5/31/28,0.005847953
4/30/28,0
3/31/28,0
2/29/28,-0.011560694
1/31/28,0
12/31/27,0
11/30/27,-0.005747126
10/31/27,0.005780347
9/30/27,0.005813953
8/31/27,-0.005780347
7/31/27,-0.017045455
6/30/27,0.011494253
5/31/27,0.005780347
4/30/27,0
3/31/27,-0.005747126
2/28/27,-0.005714286
1/31/27,-0.011299435
12/31/26,0
11/30/26,0.005681818
10/31/26,0.005714286
9/30/26,0.005747126
8/31/26,-0.005714286
7/31/26,-0.011299435
6/30/26,-0.005617978
5/31/26,-0.005586592
4/30/26,0.005617978
3/31/26,-0.005586592
2/28/26,0
1/31/26,0
12/31/25,-0.005555556
11/30/25,0.016949153
10/31/25,0
9/30/25,0
8/31/25,0
7/31/25,0.011428571
6/30/25,0.011560694
5/31/25,0.005813953
4/30/25,-0.005780347
3/31/25,0.005813953
2/28/25,-0.005780347
1/31/25,0
12/31/24,0.005813953
11/30/24,0
10/31/24,0.005847953
9/30/24,0.005882353
8/31/24,-0.005847953
7/31/24,0.005882353
6/30/24,0
5/31/24,0
4/30/24,-0.005847953
3/31/24,-0.005813953
2/29/24,-0.005780347
1/31/24,0
12/31/23,0
11/30/23,0
10/31/23,0.005813953
9/30/23,0.005847953
8/31/23,-0.005813953
7/31/23,0.011764706
6/30/23,0.00591716
5/31/23,0
4/30/23,0.005952381
3/31/23,0
2/28/23,0
1/31/23,-0.00591716
12/31/22,0.005952381
11/30/22,0.005988024
10/31/22,0.006024096
9/30/22,0
8/31/22,-0.011904762
7/31/22,0.005988024
6/30/22,0
5/31/22,0
4/30/22,0
3/31/22,-0.01183432
2/28/22,0
1/31/22,-0.023121387
12/31/21,-0.005747126
11/30/21,-0.005714286
10/31/21,0
9/30/21,-0.011299435
8/31/21,0
7/31/21,0.005681818
6/30/21,-0.005649718
5/31/21,-0.022099448
4/30/21,-0.010928962
3/31/21,-0.005434783
2/28/21,-0.031578947
1/31/21,-0.020618557
12/31/20,-0.02020202
11/30/20,-0.005025126
10/31/20,-0.005
9/30/20,-0.014778325
8/31/20,-0.024038462
7/31/20,-0.004784689
6/30/20,0.014563107
5/31/20,0.014778325
4/30/20,0.030456853
3/31/20,0.01025641
2/29/20,0.010362694
